A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B13,B14,B15,B16,B17,B18,c19,c20,c21,c22,c23,c24,DT1,DT2,DT3,DT4,DT5,DT6,EN1,EN2,EN3,EN4,EN5,EN6,FCYN1,FCYN2,FCYN3,FCYN4,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,H35,H36,H37,H38,H39,H40,H41,H42,I43,I44,I45,I46,I47,I48,I49,I50,I51,I52,J53,J54,J55,J56,J57,J58,J59,K60,K61,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,응답구분,성별,연령,경력,프로젝트기간,현장규모
3,3,3,3,3,3,2,4,4,3,4,3,2,3,2,2,4,2,3,4,4,4,3,2,3,4,3,4,4,3,4,5,4,5,2,2,3,4,3,3,5,5,5,5,5,5,5,5,5,2,3,3,3,4,3,4,3,3,4,4,2,4,4,3,4,3,2,3,2,4,4,3,3,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,1,1
5,5,5,5,5,5,4,3,3,3,3,3,5,5,5,5,2,4,5,5,4,4,2,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,2,2,3,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,3,1,1
5,5,4,4,4,4,3,4,3,4,3,3,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,4,4,4,4,2,2,2,2,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,1,1
5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,1,1,3,3,3,3,5,5,5,5,5,5,5,5,5,2,5,3,3,3,4,3,3,4,5,5,5,5,4,4,5,2,5,5,5,5,5,3,3,3,1,3,2,5,3,3,4,3,4,4,3,5,5,5,5,1,1,3,2,2,1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,2,2,3,3,3,3,5,5,5,5,5,4,4,5,3,3,5,3,3,3,4,4,3,3,5,5,5,1,4,3,4,2,5,5,4,4,4,4,4,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,1,1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,5,5,5,5,5,5,5,5,5,5,1,1,2,2,2,2,5,5,5,5,5,5,5,5,1,1,5,2,3,3,4,3,3,2,5,5,5,5,5,5,5,1,5,5,5,5,5,1,3,3,1,3,2,5,5,3,3,3,4,3,3,4,4,5,5,1,1,4,2,4,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,4,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,2,1
2,2,2,2,3,3,2,2,2,3,2,2,1,1,1,1,1,1,2,3,2,1,1,2,2,2,2,1,1,1,4,3,3,3,1,2,2,2,2,2,3,3,3,3,3,5,4,3,3,2,4,3,3,3,3,2,3,4,2,3,3,4,4,4,5,4,4,4,2,5,4,4,5,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,4,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,2,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,1
4,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,1,5,4,5,5,5,2,3,4,4,4,2,5,5,5,5,5,5,2,4,3,3,3,3,4,4,4,4,3,4,4,4,4,2,3,3,4,3,3,4,3,3,4,4,5,4,4,4,4,4,5,4,4,1,3,4,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,3,2
5,5,5,1,5,5,5,1,5,3,5,3,5,5,5,5,1,3,5,5,5,3,2,2,3,3,3,4,2,4,5,3,5,5,3,1,4,3,1,3,4,5,4,5,5,4,4,3,3,1,4,5,3,5,5,1,2,5,5,5,3,2,4,5,2,1,5,5,5,5,5,4,4,2,4,3,2,5,5,1,5,5,5,5,1,5,5,5,5,1,1,4,2,2,1
4,4,5,2,5,5,5,1,4,4,4,2,4,4,4,4,1,4,4,4,4,4,1,4,5,4,4,4,5,5,5,5,5,5,4,1,2,2,2,2,4,4,4,5,4,5,4,5,4,1,4,4,5,5,5,1,1,4,5,5,5,1,5,5,3,4,4,4,5,5,5,5,4,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,2,2
5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,1,5,5,5,5,5,5,3,3,5,1,5,5,5,5,5,3,4,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,2,2
2,3,3,4,5,5,5,2,4,4,3,3,5,5,5,5,1,4,4,4,3,5,1,3,5,5,4,4,4,4,4,4,4,4,3,3,3,4,2,3,4,4,4,4,4,3,4,4,3,3,4,4,2,4,5,3,3,4,4,4,3,4,4,3,4,2,4,3,3,3,4,2,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,4,2
2,2,2,4,2,2,1,5,5,2,4,1,3,2,2,2,4,2,2,4,4,2,4,2,3,3,3,4,3,3,4,4,4,4,2,2,4,5,4,3,4,4,4,4,4,5,4,4,4,2,4,4,3,4,4,2,4,4,3,4,2,4,4,3,4,4,2,4,2,3,4,4,2,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,2,1
2,2,2,4,2,2,2,5,5,2,5,1,3,2,2,2,4,3,3,3,4,2,4,2,3,3,2,4,2,3,4,4,4,4,2,2,5,5,5,3,5,4,4,4,4,5,4,4,4,1,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,3,2,4,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1
2,2,2,4,2,1,2,5,5,2,4,2,3,3,2,2,4,2,2,4,4,2,4,2,3,3,2,3,2,2,4,4,4,4,2,1,4,5,4,4,4,4,4,4,4,5,4,4,4,2,4,4,3,4,3,3,4,4,3,3,3,4,4,4,4,3,3,4,2,4,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,2,1
4,4,4,2,5,4,5,1,5,5,4,2,4,4,5,5,1,5,4,4,4,5,1,2,5,5,4,5,5,5,5,5,5,5,2,1,2,2,1,1,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,2,1,4,4,4,5,1,4,5,4,2,5,5,4,4,4,4,4,1,1,3,2,4,5,1,5,4,4,5,1,4,2,3,4,1,1,4,5,1,1
2,2,2,4,2,2,2,5,5,2,4,2,2,2,2,2,4,3,3,4,5,2,4,2,3,3,2,4,2,3,4,4,4,4,2,2,4,5,5,3,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,2,3,4,3,4,2,4,4,4,4,4,2,4,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1
1,2,2,5,1,2,1,5,5,2,4,1,2,2,1,2,4,2,2,3,4,2,4,2,3,3,3,4,3,3,4,4,5,4,2,1,4,5,4,4,4,4,4,5,3,5,4,4,4,1,4,4,3,3,3,3,4,4,3,2,2,4,4,3,4,3,2,3,2,3,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,1,1
2,2,1,4,1,2,1,5,5,3,5,2,3,3,2,2,4,3,3,3,5,3,4,2,3,3,3,3,3,3,4,4,5,5,2,1,4,4,4,4,4,4,4,4,4,5,4,4,4,2,4,3,3,3,3,3,3,4,4,4,2,4,4,4,4,3,2,2,2,3,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,1,1
3,3,3,3,3,3,3,2,4,3,4,3,3,2,2,2,4,3,3,3,4,3,4,2,3,3,3,3,3,3,4,4,5,5,1,1,3,5,4,3,4,5,5,5,5,5,4,4,4,1,4,3,3,3,3,3,3,4,3,4,2,4,4,3,4,3,2,3,2,3,4,3,3,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,2,1
2,2,2,4,2,2,2,5,5,2,5,1,3,2,2,2,4,3,3,3,4,2,4,2,3,3,2,4,2,3,4,4,4,4,2,2,5,5,5,3,5,4,4,4,4,5,4,4,4,1,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1
1,1,2,2,1,1,1,5,5,2,5,1,3,2,3,2,4,3,3,3,5,2,3,2,4,3,3,4,4,3,4,5,4,5,2,1,4,5,4,3,4,4,4,4,4,5,4,4,4,1,4,4,3,4,4,2,3,4,4,4,3,4,4,3,4,3,3,4,3,3,4,4,3,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1
2,2,2,4,2,1,2,5,5,2,4,2,3,3,2,2,4,2,2,4,4,2,4,2,3,3,2,3,2,2,4,4,4,4,2,1,4,5,4,4,4,4,4,4,4,5,4,4,4,2,4,4,3,4,3,3,4,4,3,3,3,4,4,4,4,3,3,4,2,4,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,1,1
2,1,2,5,1,1,1,5,5,2,5,1,2,2,2,2,5,3,4,4,4,2,4,2,3,3,3,4,3,2,4,4,5,4,1,1,4,5,4,4,4,4,5,5,5,5,4,5,4,1,5,5,4,4,3,3,3,5,4,5,3,4,4,4,5,2,2,4,2,3,4,4,3,5,5,3,2,2,2,2,2,2,3,3,4,2,1,2,3,1,1,4,5,2,1
2,2,2,4,2,2,2,5,5,2,4,2,2,2,2,2,4,3,3,4,5,2,4,2,3,3,2,4,2,3,4,4,4,4,2,2,4,5,5,3,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,2,3,4,3,4,2,4,4,4,4,4,2,4,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1
1,1,1,5,1,1,1,5,5,1,5,1,2,2,2,2,4,3,3,4,4,2,4,2,3,3,2,3,2,2,4,4,4,4,2,2,4,5,4,4,4,4,4,4,4,5,4,4,4,1,3,4,3,3,3,3,3,4,4,4,3,3,4,3,4,3,2,4,2,3,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1
5,5,5,3,4,4,5,4,5,5,5,2,5,5,5,4,1,5,5,5,3,5,2,4,5,5,5,5,5,5,5,5,5,5,1,1,2,2,2,2,4,5,5,5,5,5,5,5,5,1,3,4,5,4,5,3,3,4,5,5,5,3,4,4,4,3,5,5,5,5,5,3,5,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1
5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,5,5,5,5,5,5,5,5,2,2,3,3,3,4,4,3,3,3,5,5,5,3,4,3,3,4,5,5,5,5,5,3,4,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1
2,2,2,2,3,2,2,2,2,3,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,4,3,3,3,1,2,2,2,2,2,4,4,3,3,3,5,3,3,3,2,2,2,1,2,3,2,3,3,3,4,3,2,3,3,3,3,3,3,2,2,3,2,1,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1
2,2,2,4,2,2,1,5,5,2,4,1,3,2,2,2,4,2,2,4,4,2,4,2,3,3,3,4,3,3,4,4,4,4,2,2,4,5,4,3,4,4,4,4,4,5,4,4,4,2,4,4,3,4,4,2,4,4,3,4,2,4,4,3,4,4,2,4,2,3,4,4,2,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,2,1
1,3,1,4,1,1,2,4,1,1,1,5,2,1,2,1,5,5,1,1,1,1,5,4,3,3,2,1,3,2,3,1,1,1,3,3,1,1,1,3,2,2,1,1,1,1,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,4,2,1
1,1,1,2,2,1,1,5,1,1,1,5,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,4,4,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,4,1
1,1,1,3,1,1,3,1,3,1,1,3,1,1,1,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,1,1,3,3,3,3,1,3,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,5,1,1,1,5,1,1,1,1,1,5,1,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,4,2,2
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,1,5,5,5,5,1,5,5,1,1,5,5,5,5,5,5,5,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2
1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,5,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,2,2,1,1,1,4,3,1,1,1,1,5,1,1,3,5,1,1,1,1,1,1,1,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,4,2
2,2,2,4,2,1,2,5,5,2,4,2,3,3,2,2,4,2,2,4,4,2,4,2,3,3,2,3,2,2,4,4,4,4,2,1,4,5,4,4,4,4,4,4,4,5,4,4,4,2,4,4,3,4,3,3,4,4,3,3,3,4,4,4,4,2,2,4,2,4,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,2,1
2,2,2,4,2,2,2,5,5,2,5,1,3,2,2,2,4,3,3,3,4,2,4,2,3,3,2,4,2,3,4,4,4,4,2,2,5,5,5,3,5,4,4,4,4,5,4,4,4,1,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,2,1
1,1,1,5,1,1,1,5,5,1,5,1,2,2,1,2,4,3,3,3,5,2,4,2,3,3,3,3,3,3,4,4,4,4,2,1,5,5,4,3,5,4,4,5,4,5,4,4,4,1,4,3,3,4,3,2,4,4,3,4,1,4,4,3,4,3,1,3,2,4,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,1,1
1,2,1,5,1,1,1,5,5,1,4,3,2,2,1,2,4,3,2,3,4,4,4,2,3,3,2,4,2,2,4,5,5,4,2,1,5,5,4,3,5,4,4,5,4,5,4,4,4,1,4,4,3,4,3,3,4,4,4,4,3,3,4,3,4,3,2,3,2,4,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,1,1
2,2,2,4,1,2,1,5,5,2,5,3,2,2,1,2,4,3,3,3,4,2,4,2,3,3,2,4,2,3,4,4,4,4,1,1,4,4,4,3,5,4,4,5,5,5,4,4,4,1,3,4,3,4,2,2,4,4,4,4,2,4,4,3,4,3,2,3,1,3,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1
2,2,2,4,1,2,2,5,5,2,4,2,2,3,2,2,4,3,2,4,5,2,4,2,3,2,2,4,2,2,4,5,5,5,1,1,5,4,4,3,5,4,5,5,4,5,4,4,4,1,4,4,3,4,2,3,4,4,4,4,2,4,4,3,4,3,2,3,2,3,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1
2,2,2,4,1,2,1,5,5,2,5,2,3,3,1,2,4,3,3,4,5,3,4,2,3,3,3,3,2,2,5,5,5,5,1,1,4,5,5,3,5,4,4,5,4,5,4,4,4,1,4,4,3,4,4,2,4,5,4,4,2,4,4,3,4,3,2,3,2,3,4,3,3,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,1,1
1,1,1,1,1,1,1,5,5,1,5,1,2,2,1,2,4,2,2,3,5,1,4,1,3,2,2,4,2,2,2,5,5,5,1,1,5,5,5,3,5,5,5,5,5,5,4,4,4,1,4,4,3,4,4,3,4,5,4,4,2,4,4,3,4,3,2,4,2,3,4,3,3,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,1,1
1,1,1,5,1,1,1,5,5,1,5,1,2,2,1,2,4,2,3,3,5,2,4,2,3,3,3,4,3,3,4,5,4,4,1,1,4,5,5,4,5,4,4,5,4,5,4,4,4,1,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,3,2,3,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,2,1
2,2,2,4,1,2,2,5,5,2,4,2,2,2,2,2,4,2,2,3,4,2,4,2,4,4,3,4,3,3,5,5,5,4,1,1,4,4,4,3,4,5,4,4,5,5,4,4,4,1,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,3,2,3,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,1,1
1,1,1,5,1,1,1,5,5,1,5,1,2,2,1,2,4,2,3,3,5,2,4,2,3,3,5,2,4,2,4,5,4,4,1,1,4,5,5,4,5,4,4,5,4,5,4,4,4,1,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,3,2,3,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,1,1
2,2,2,4,1,2,2,5,5,2,4,2,2,2,2,2,4,2,2,3,4,2,4,2,4,4,3,4,3,3,5,5,5,4,1,1,4,4,4,3,4,5,4,4,5,5,4,4,4,1,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,3,2,3,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1
2,2,2,4,2,1,2,5,5,2,4,2,3,3,2,2,4,2,2,4,4,2,4,2,3,3,2,3,2,2,4,4,4,4,2,1,4,5,4,4,4,4,4,4,4,5,4,4,4,2,4,4,3,4,3,3,4,4,3,3,3,4,4,4,4,3,3,4,2,4,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,4,2,1
2,2,2,4,2,2,2,5,5,2,5,1,3,2,2,2,4,3,3,3,5,2,4,2,3,3,2,4,2,3,4,4,4,4,2,2,5,5,5,3,5,4,4,4,4,4,4,4,4,1,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,4,2,4,2,4,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1
2,2,2,4,2,2,2,5,5,2,4,2,2,2,2,2,4,3,3,4,5,2,4,2,3,3,2,4,2,3,4,4,4,4,2,2,4,5,5,3,4,4,4,4,4,5,4,4,4,2,4,4,3,4,4,2,3,4,3,4,2,4,4,4,4,4,2,4,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1
2,3,4,5,5,5,2,4,4,3,3,3,5,5,5,5,1,4,4,4,3,5,1,3,5,5,4,4,4,4,4,4,4,4,3,3,3,4,2,3,4,4,4,4,4,3,4,4,3,3,4,4,2,4,5,2,2,4,4,4,3,4,4,3,4,2,4,3,3,3,4,2,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2
4,4,5,2,5,5,5,1,4,4,4,2,4,4,4,4,1,4,4,4,4,4,1,4,5,4,4,4,5,5,5,5,5,5,4,1,2,2,2,2,4,4,4,5,4,5,4,5,4,1,4,4,5,5,5,1,1,4,5,5,5,1,5,5,3,4,4,4,5,5,5,5,4,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,2,2
2,2,1,4,2,1,1,5,4,2,4,2,3,3,2,2,4,2,2,4,4,2,4,2,3,3,3,3,3,2,4,5,5,4,1,1,4,5,4,4,4,4,4,5,4,5,4,4,4,2,4,4,3,4,3,3,4,4,3,3,3,4,4,4,4,3,2,3,2,4,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,4,2,1
2,2,2,4,1,2,1,5,5,2,5,2,3,2,2,2,4,3,3,3,5,2,4,2,3,3,2,4,2,3,4,4,4,4,2,1,5,5,5,3,5,4,4,4,5,5,4,4,4,1,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,1,1
2,2,1,5,1,2,1,5,4,2,4,1,2,2,2,1,4,2,3,4,5,2,4,2,3,3,2,4,2,3,4,4,4,4,2,1,4,5,5,3,4,4,4,4,5,5,4,4,4,1,4,4,3,4,3,2,4,4,3,4,2,4,5,4,4,3,2,3,2,4,4,4,3,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1
2,2,2,4,1,2,1,5,5,2,4,2,2,2,2,2,4,3,2,3,4,2,4,2,4,4,3,4,3,3,5,5,5,4,1,1,4,4,4,3,4,5,4,5,4,5,4,4,4,2,3,3,3,4,3,2,4,5,4,4,2,4,4,4,4,3,2,3,2,4,4,4,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1
1,1,1,5,1,1,1,5,5,1,5,1,2,2,1,2,5,2,3,3,4,1,4,2,3,3,3,3,3,2,5,5,5,5,1,1,5,5,5,4,5,4,4,5,4,5,4,4,4,1,4,4,3,4,3,2,4,5,4,4,2,4,4,3,4,3,2,3,1,4,4,3,3,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1
1,2,2,5,1,1,2,5,5,2,4,1,2,2,2,2,4,2,2,4,4,2,4,2,3,3,3,3,3,3,4,5,5,4,1,1,4,5,4,3,5,4,4,5,4,5,4,4,4,1,3,3,3,3,3,3,4,4,4,4,2,4,4,3,4,3,2,3,2,3,4,3,2,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1
5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,1,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,1,5,3,4,5,5,1,5,5,3,5,3,5,5,3,2,1,1,4,4,4,1
5,4,4,2,4,4,4,1,4,5,5,1,5,5,5,5,1,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,5,5,5,5,1,5,5,4,1,5,5,1,5,5,5,5,1,1,3,2,5,5,1,5,5,5,5,1,4,4,5,4,1,1,3,4,4,1
